FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount,TransportType,VehicleID,ScheduledDeparture,ScheduledArrival,ActualDeparture,ActualArrival,DelayDuration,RouteCode
AS1581,Southwest,LAX,SEA,2023-03-14 12:34:55,2023-03-14 20:50:55,0 days 08:16:00,Delayed,1011.08,Airbus A320,B1,4,235.0,,Fog,7.0,Flight,AS1581,2023-03-14 12:34:55,2023-03-14 20:50:55,2023-03-14 12:34:55,2023-03-14 21:20:55,30.0,LAX_SEA
UA112,United,SFO,DEN,2023-07-29 23:37:13,2023-07-30 04:49:13,0 days 05:12:00,Cancelled,862.9,Bombardier CRJ900,D21,4,333.0,238.0,Cloudy,13.0,Flight,UA112,2023-07-29 23:37:13,2023-07-30 04:49:13,2023-07-29 23:37:13,2023-07-30 04:49:13,0.0,SFO_DEN
JB2638,United,LAX,BOS,2023-11-06 19:35:19,2023-11-07 01:35:19,0 days 06:00:00,On Time,1049.64,Embraer 190,C24,International,228.0,199.0,Thunderstorm,10.0,Flight,JB2638,2023-11-06 19:35:19,2023-11-07 01:35:19,2023-11-06 19:35:19,2023-11-07 01:35:19,0.0,LAX_BOS
JB5361,JetBlue,DFW,LAX,2023-04-21 18:08:21,2023-04-21 23:44:21,0 days 05:36:00,On Time,528.85,Boeing 737,C25,2,288.0,144.0,Cloudy,8.0,Flight,JB5361,2023-04-21 18:08:21,2023-04-21 23:44:21,2023-04-21 18:08:21,2023-04-21 23:44:21,0.0,DFW_LAX
DL8776,JetBlue,SEA,ATL,2023-07-05 13:41:46,2023-07-05 22:40:46,0 days 08:59:00,Delayed,724.97,,C29,3,323.0,321.0,Rain,9.0,Flight,DL8776,2023-07-05 13:41:46,2023-07-05 22:40:46,2023-07-05 13:41:46,2023-07-05 23:10:46,30.0,SEA_ATL
JB5668,American Airlines,SEA,SFO,2023-04-29 02:03:38,2023-04-29 10:19:38,0 days 08:16:00,Cancelled,808.54,Boeing 737,B4,International,200.0,114.0,Cloudy,6.0,Flight,JB5668,2023-04-29 02:03:38,2023-04-29 10:19:38,2023-04-29 02:03:38,2023-04-29 10:19:38,0.0,SEA_SFO
SW2345,Alaska Airlines,SEA,MIA,2023-01-07 03:31:21,2023-01-07 13:20:21,0 days 09:49:00,On Time,933.27,Boeing 777,A26,2,223.0,110.0,Clear,10.0,Flight,SW2345,2023-01-07 03:31:21,2023-01-07 13:20:21,2023-01-07 03:31:21,2023-01-07 13:20:21,0.0,SEA_MIA
SW8128,American Airlines,LAX,SEA,2023-02-11 18:59:46,2023-02-11 23:36:46,0 days 04:37:00,On Time,392.9,Airbus A320,B1,1,204.0,54.0,Rain,7.0,Flight,SW8128,2023-02-11 18:59:46,2023-02-11 23:36:46,2023-02-11 18:59:46,2023-02-11 23:36:46,0.0,LAX_SEA
DL1373,Spirit,DFW,BOS,2023-06-15 06:39:28,2023-06-15 11:51:28,0 days 05:12:00,Delayed,896.17,Bombardier CRJ900,D20,International,292.0,249.0,Cloudy,5.0,Flight,DL1373,2023-06-15 06:39:28,2023-06-15 11:51:28,2023-06-15 06:39:28,2023-06-15 12:21:28,30.0,DFW_BOS
UA3649,United,LAX,DFW,2023-09-02 23:23:35,2023-09-03 04:21:35,0 days 04:58:00,Delayed,938.48,Boeing 737,B26,4,392.0,271.0,Thunderstorm,10.0,Flight,UA3649,2023-09-02 23:23:35,2023-09-03 04:21:35,2023-09-02 23:23:35,2023-09-03 04:51:35,30.0,LAX_DFW
SW5761,Delta,DEN,SEA,2023-12-29 02:26:40,2023-12-29 07:28:40,0 days 05:02:00,Delayed,492.53,Airbus A320,D20,3,117.0,114.0,Rain,14.0,Flight,SW5761,2023-12-29 02:26:40,2023-12-29 07:28:40,2023-12-29 02:26:40,2023-12-29 07:58:40,30.0,DEN_SEA
SW6908,United,ORD,MIA,2023-09-06 13:50:00,2023-09-06 14:41:00,0 days 00:51:00,On Time,1438.77,Boeing 737,C22,1,285.0,254.0,Rain,7.0,Flight,SW6908,2023-09-06 13:50:00,2023-09-06 14:41:00,2023-09-06 13:50:00,2023-09-06 14:41:00,0.0,ORD_MIA
SP4618,Spirit,ORD,BOS,2023-12-23 22:05:09,2023-12-23 22:40:09,0 days 00:35:00,Delayed,518.13,Airbus A320,A6,4,246.0,87.0,Thunderstorm,12.0,Flight,SP4618,2023-12-23 22:05:09,2023-12-23 22:40:09,2023-12-23 22:05:09,2023-12-23 23:10:09,30.0,ORD_BOS
SP7718,American Airlines,SFO,MIA,2023-07-17 17:06:03,2023-07-18 00:58:03,0 days 07:52:00,Cancelled,1131.43,Bombardier CRJ900,B16,1,396.0,129.0,Cloudy,11.0,Flight,SP7718,2023-07-17 17:06:03,2023-07-18 00:58:03,2023-07-17 17:06:03,2023-07-18 00:58:03,0.0,SFO_MIA
AS4833,American Airlines,MIA,ORD,2023-06-02 19:26:20,2023-06-03 03:18:20,0 days 07:52:00,,688.68,Airbus A320,D3,3,356.0,163.0,Rain,9.0,Flight,AS4833,2023-06-02 19:26:20,2023-06-03 03:18:20,2023-06-02 19:26:20,2023-06-03 03:18:20,0.0,MIA_ORD
SP9204,Southwest,DFW,ATL,2023-06-16 22:37:51,2023-06-17 01:46:51,0 days 03:09:00,Delayed,592.57,Boeing 737,D28,2,136.0,125.0,Clear,15.0,Flight,SP9204,2023-06-16 22:37:51,2023-06-17 01:46:51,2023-06-16 22:37:51,2023-06-17 02:16:51,30.0,DFW_ATL
SW2484,JetBlue,DEN,MIA,2023-07-30 22:01:59,2023-07-31 05:49:59,0 days 07:48:00,On Time,416.72,Embraer 190,B29,3,264.0,125.0,Clear,10.0,Flight,SW2484,2023-07-30 22:01:59,2023-07-31 05:49:59,2023-07-30 22:01:59,2023-07-31 05:49:59,0.0,DEN_MIA
SW3760,Alaska Airlines,ORD,SEA,2023-04-30 18:05:36,2023-05-01 02:09:36,0 days 08:04:00,On Time,227.42,Boeing 737,C11,International,312.0,295.0,Fog,13.0,Flight,SW3760,2023-04-30 18:05:36,2023-05-01 02:09:36,2023-04-30 18:05:36,2023-05-01 02:09:36,0.0,ORD_SEA
AS8424,United,LAX,ATL,2023-01-11 23:58:51,2023-01-12 05:14:51,0 days 05:16:00,On Time,922.0,Bombardier CRJ900,B29,1,131.0,53.0,Thunderstorm,9.0,Flight,AS8424,2023-01-11 23:58:51,2023-01-12 05:14:51,2023-01-11 23:58:51,2023-01-12 05:14:51,0.0,LAX_ATL
DL2891,United,MIA,SFO,2023-08-03 09:03:20,2023-08-03 10:29:20,0 days 01:26:00,On Time,990.32,Boeing 777,D25,2,277.0,102.0,Cloudy,9.0,Flight,DL2891,2023-08-03 09:03:20,2023-08-03 10:29:20,2023-08-03 09:03:20,2023-08-03 10:29:20,0.0,MIA_SFO
DL9075,American Airlines,ORD,JFK,2023-07-27 03:29:15,2023-07-27 05:15:15,0 days 01:46:00,Delayed,1067.05,Airbus A320,D5,4,330.0,123.0,Fog,10.0,Flight,DL9075,2023-07-27 03:29:15,2023-07-27 05:15:15,2023-07-27 03:29:15,2023-07-27 05:45:15,30.0,ORD_JFK
JB9281,Delta,JFK,BOS,2023-06-22 03:09:44,2023-06-22 11:59:44,0 days 08:50:00,Cancelled,1197.45,Boeing 737,A15,1,271.0,66.0,Thunderstorm,5.0,Flight,JB9281,2023-06-22 03:09:44,2023-06-22 11:59:44,2023-06-22 03:09:44,2023-06-22 11:59:44,0.0,JFK_BOS
AS6646,Southwest,SEA,ORD,2023-02-17 08:42:30,2023-02-17 09:25:30,0 days 00:43:00,Cancelled,308.65,Airbus A320,A1,2,123.0,105.0,Cloudy,14.0,Flight,AS6646,2023-02-17 08:42:30,2023-02-17 09:25:30,2023-02-17 08:42:30,2023-02-17 09:25:30,0.0,SEA_ORD
SW7010,Delta,ATL,DEN,2023-08-17 09:59:41,2023-08-17 11:49:41,0 days 01:50:00,Cancelled,662.62,Airbus A320,,1,396.0,343.0,Clear,9.0,Flight,SW7010,2023-08-17 09:59:41,2023-08-17 11:49:41,2023-08-17 09:59:41,2023-08-17 11:49:41,0.0,ATL_DEN
AA3816,Southwest,SEA,SFO,2023-04-30 08:57:41,2023-04-30 11:39:41,0 days 02:42:00,Delayed,652.13,Embraer 190,B26,International,156.0,94.0,Rain,12.0,Flight,AA3816,2023-04-30 08:57:41,2023-04-30 11:39:41,2023-04-30 08:57:41,2023-04-30 12:09:41,30.0,SEA_SFO
JB6522,Spirit,BOS,ATL,2023-01-06 19:31:35,2023-01-07 03:29:35,0 days 07:58:00,Cancelled,1035.25,Boeing 777,B12,International,285.0,90.0,Clear,15.0,Flight,JB6522,2023-01-06 19:31:35,2023-01-07 03:29:35,2023-01-06 19:31:35,2023-01-07 03:29:35,0.0,BOS_ATL
JB2288,Alaska Airlines,LAX,SEA,2023-02-16 03:48:18,2023-02-16 07:40:18,0 days 03:52:00,Cancelled,168.6,Boeing 737,D10,2,351.0,136.0,Cloudy,13.0,Flight,JB2288,2023-02-16 03:48:18,2023-02-16 07:40:18,2023-02-16 03:48:18,2023-02-16 07:40:18,0.0,LAX_SEA
DL9932,Spirit,ATL,BOS,2023-09-01 22:37:41,2023-09-02 08:06:41,0 days 09:29:00,On Time,313.33,Boeing 777,A25,4,248.0,155.0,Rain,12.0,Flight,DL9932,2023-09-01 22:37:41,2023-09-02 08:06:41,2023-09-01 22:37:41,2023-09-02 08:06:41,0.0,ATL_BOS
JB6250,Alaska Airlines,ATL,MIA,2023-10-19 04:43:48,2023-10-19 09:57:48,0 days 05:14:00,Cancelled,164.97,Boeing 777,A30,International,116.0,62.0,Rain,11.0,Flight,JB6250,2023-10-19 04:43:48,2023-10-19 09:57:48,2023-10-19 04:43:48,2023-10-19 09:57:48,0.0,ATL_MIA
AS4910,JetBlue,JFK,JFK,2023-05-13 20:02:32,2023-05-13 23:21:32,0 days 03:19:00,Delayed,102.7,Bombardier CRJ900,A30,International,140.0,91.0,Snow,13.0,Flight,AS4910,2023-05-13 20:02:32,2023-05-13 23:21:32,2023-05-13 20:02:32,2023-05-13 23:51:32,30.0,JFK_JFK
JB8752,United,JFK,BOS,2023-02-07 17:21:25,2023-02-07 22:06:25,0 days 04:45:00,Cancelled,1488.89,Airbus A320,A12,International,328.0,95.0,Cloudy,10.0,Flight,JB8752,2023-02-07 17:21:25,2023-02-07 22:06:25,2023-02-07 17:21:25,2023-02-07 22:06:25,0.0,JFK_BOS
DL8931,United,LAX,SEA,2023-11-15 17:51:18,2023-11-15 21:50:18,0 days 03:59:00,On Time,1178.8,Bombardier CRJ900,D13,1,170.0,144.0,Rain,15.0,Flight,DL8931,2023-11-15 17:51:18,2023-11-15 21:50:18,2023-11-15 17:51:18,2023-11-15 21:50:18,0.0,LAX_SEA
UA7067,JetBlue,ORD,DFW,2023-08-04 10:11:15,2023-08-04 12:25:15,0 days 02:14:00,Delayed,498.01,Embraer 190,C15,2,309.0,141.0,Fog,9.0,Flight,UA7067,2023-08-04 10:11:15,2023-08-04 12:25:15,2023-08-04 10:11:15,2023-08-04 12:55:15,30.0,ORD_DFW
UA1757,JetBlue,LAX,JFK,2023-11-20 22:06:23,2023-11-21 00:43:23,0 days 02:37:00,Delayed,93.51,Airbus A320,A6,1,269.0,135.0,Fog,11.0,Flight,UA1757,2023-11-20 22:06:23,2023-11-21 00:43:23,2023-11-20 22:06:23,2023-11-21 01:13:23,30.0,LAX_JFK
JB9234,JetBlue,ATL,SFO,2023-10-11 19:35:05,2023-10-12 00:54:05,0 days 05:19:00,On Time,146.86,Bombardier CRJ900,A20,1,221.0,200.0,Rain,10.0,Flight,JB9234,2023-10-11 19:35:05,2023-10-12 00:54:05,2023-10-11 19:35:05,2023-10-12 00:54:05,0.0,ATL_SFO
UA9959,United,ORD,DFW,2023-06-05 16:46:00,2023-06-05 18:39:00,0 days 01:53:00,Cancelled,1110.47,Boeing 777,B9,4,184.0,75.0,Rain,11.0,Flight,UA9959,2023-06-05 16:46:00,2023-06-05 18:39:00,2023-06-05 16:46:00,2023-06-05 18:39:00,0.0,ORD_DFW
SP8177,United,ATL,DFW,2023-06-01 04:23:06,2023-06-01 13:17:06,0 days 08:54:00,Delayed,202.62,Boeing 777,D23,3,160.0,94.0,Thunderstorm,5.0,Flight,SP8177,2023-06-01 04:23:06,2023-06-01 13:17:06,2023-06-01 04:23:06,2023-06-01 13:47:06,30.0,ATL_DFW
AA4883,American Airlines,LAX,SFO,2023-07-22 01:24:44,2023-07-22 05:02:44,0 days 03:38:00,Cancelled,605.08,Airbus A380,D24,4,239.0,112.0,Fog,15.0,Flight,AA4883,2023-07-22 01:24:44,2023-07-22 05:02:44,2023-07-22 01:24:44,2023-07-22 05:02:44,0.0,LAX_SFO
JB7053,Southwest,BOS,LAX,2023-11-25 18:31:19,2023-11-26 04:27:19,0 days 09:56:00,Cancelled,937.55,Boeing 737,A3,International,254.0,97.0,Cloudy,10.0,Flight,JB7053,2023-11-25 18:31:19,2023-11-26 04:27:19,2023-11-25 18:31:19,2023-11-26 04:27:19,0.0,BOS_LAX
JB4048,United,DEN,SEA,2023-01-08 08:10:06,2023-01-08 10:47:06,0 days 02:37:00,Delayed,447.46,Boeing 737,B1,4,134.0,90.0,Clear,14.0,Flight,JB4048,2023-01-08 08:10:06,2023-01-08 10:47:06,2023-01-08 08:10:06,2023-01-08 11:17:06,30.0,DEN_SEA
SW3382,Spirit,MIA,LAX,2023-05-05 13:36:58,2023-05-05 15:17:58,0 days 01:41:00,On Time,529.58,Bombardier CRJ900,C30,4,388.0,247.0,Rain,9.0,Flight,SW3382,2023-05-05 13:36:58,2023-05-05 15:17:58,2023-05-05 13:36:58,2023-05-05 15:17:58,0.0,MIA_LAX
UA4907,Southwest,ORD,ATL,2023-01-21 12:16:17,2023-01-21 16:48:17,0 days 04:32:00,Cancelled,1427.71,Embraer 190,A3,1,178.0,56.0,Clear,5.0,Flight,UA4907,2023-01-21 12:16:17,2023-01-21 16:48:17,2023-01-21 12:16:17,2023-01-21 16:48:17,0.0,ORD_ATL
SW416,United,DFW,ATL,2023-07-04 01:04:25,2023-07-04 07:54:25,0 days 06:50:00,Delayed,1486.27,Embraer 190,A5,1,332.0,57.0,Cloudy,15.0,Flight,SW416,2023-07-04 01:04:25,2023-07-04 07:54:25,2023-07-04 01:04:25,2023-07-04 08:24:25,30.0,DFW_ATL
DL8239,American Airlines,SEA,SFO,2023-01-20 19:58:11,2023-01-21 02:32:11,0 days 06:34:00,Delayed,1456.95,Airbus A380,B1,1,283.0,89.0,Cloudy,15.0,Flight,DL8239,2023-01-20 19:58:11,2023-01-21 02:32:11,2023-01-20 19:58:11,2023-01-21 03:02:11,30.0,SEA_SFO
UA8639,United,ORD,LAX,2023-02-08 11:35:50,2023-02-08 19:58:50,0 days 08:23:00,On Time,600.73,Bombardier CRJ900,A9,2,155.0,102.0,Clear,15.0,Flight,UA8639,2023-02-08 11:35:50,2023-02-08 19:58:50,2023-02-08 11:35:50,2023-02-08 19:58:50,0.0,ORD_LAX
SP4202,JetBlue,BOS,DEN,2023-07-22 03:36:18,2023-07-22 09:15:18,0 days 05:39:00,Delayed,1328.07,,B15,2,343.0,210.0,Thunderstorm,11.0,Flight,SP4202,2023-07-22 03:36:18,2023-07-22 09:15:18,2023-07-22 03:36:18,2023-07-22 09:45:18,30.0,BOS_DEN
SW576,Delta,DEN,ATL,2023-05-22 02:38:48,2023-05-22 08:16:48,0 days 05:38:00,Delayed,1232.45,Airbus A320,C11,1,113.0,73.0,Rain,11.0,Flight,SW576,2023-05-22 02:38:48,2023-05-22 08:16:48,2023-05-22 02:38:48,2023-05-22 08:46:48,30.0,DEN_ATL
SP2075,Southwest,DFW,ATL,2023-06-09 18:58:35,2023-06-10 00:26:35,0 days 05:28:00,Delayed,730.99,Embraer 190,B10,International,345.0,136.0,Thunderstorm,15.0,Flight,SP2075,2023-06-09 18:58:35,2023-06-10 00:26:35,2023-06-09 18:58:35,2023-06-10 00:56:35,30.0,DFW_ATL
DL7571,Alaska Airlines,DFW,SFO,2023-03-08 08:03:43,2023-03-08 10:08:43,0 days 02:05:00,Delayed,1219.6,Boeing 737,B14,3,151.0,136.0,Clear,8.0,Flight,DL7571,2023-03-08 08:03:43,2023-03-08 10:08:43,2023-03-08 08:03:43,2023-03-08 10:38:43,30.0,DFW_SFO
AS1420,American Airlines,BOS,MIA,2023-07-12 16:01:56,2023-07-12 20:28:56,0 days 04:27:00,Cancelled,614.44,Airbus A380,A14,3,159.0,60.0,Snow,10.0,Flight,AS1420,2023-07-12 16:01:56,2023-07-12 20:28:56,2023-07-12 16:01:56,2023-07-12 20:28:56,0.0,BOS_MIA
UA3129,Alaska Airlines,BOS,ATL,2023-05-02 07:26:14,2023-05-02 08:06:14,0 days 00:40:00,On Time,1200.6,Airbus A320,C16,International,101.0,100.0,Thunderstorm,7.0,Flight,UA3129,2023-05-02 07:26:14,2023-05-02 08:06:14,2023-05-02 07:26:14,2023-05-02 08:06:14,0.0,BOS_ATL
AS7792,Alaska Airlines,DEN,MIA,2023-05-31 19:41:00,2023-05-31 23:55:00,0 days 04:14:00,On Time,479.67,Boeing 777,C8,1,330.0,74.0,Snow,11.0,Flight,AS7792,2023-05-31 19:41:00,2023-05-31 23:55:00,2023-05-31 19:41:00,2023-05-31 23:55:00,0.0,DEN_MIA
DL6424,Alaska Airlines,SEA,LAX,2023-01-01 07:04:46,2023-01-01 07:49:46,0 days 00:45:00,Cancelled,356.58,Bombardier CRJ900,C6,4,196.0,116.0,Clear,15.0,Flight,DL6424,2023-01-01 07:04:46,2023-01-01 07:49:46,2023-01-01 07:04:46,2023-01-01 07:49:46,0.0,SEA_LAX
SP400,JetBlue,MIA,,2023-02-02 12:08:24,2023-02-02 15:13:24,0 days 03:05:00,Cancelled,412.7,Airbus A380,B5,1,350.0,326.0,Clear,11.0,Flight,SP400,2023-02-02 12:08:24,2023-02-02 15:13:24,2023-02-02 12:08:24,2023-02-02 15:13:24,0.0,MIA_
AS9564,Delta,ATL,BOS,2023-07-30 16:09:37,2023-07-30 18:53:37,0 days 02:44:00,Delayed,574.22,Bombardier CRJ900,C8,4,274.0,256.0,Thunderstorm,6.0,Flight,AS9564,2023-07-30 16:09:37,2023-07-30 18:53:37,2023-07-30 16:09:37,2023-07-30 19:23:37,30.0,ATL_BOS
,Delta,LAX,ATL,2023-12-03 14:23:33,2023-12-03 14:54:33,0 days 00:31:00,Cancelled,773.51,Airbus A320,A6,International,263.0,158.0,Snow,7.0,Flight,,2023-12-03 14:23:33,2023-12-03 14:54:33,2023-12-03 14:23:33,2023-12-03 14:54:33,0.0,LAX_ATL
JB3242,Delta,SEA,MIA,2023-12-20 09:19:24,2023-12-20 15:49:24,0 days 06:30:00,Delayed,638.38,Bombardier CRJ900,C30,4,236.0,167.0,Thunderstorm,13.0,Flight,JB3242,2023-12-20 09:19:24,2023-12-20 15:49:24,2023-12-20 09:19:24,2023-12-20 16:19:24,30.0,SEA_MIA
AS8055,Alaska Airlines,LAX,BOS,2023-11-22 03:33:20,2023-11-22 05:04:20,0 days 01:31:00,On Time,547.03,Airbus A380,D23,4,222.0,155.0,Thunderstorm,11.0,Flight,AS8055,2023-11-22 03:33:20,2023-11-22 05:04:20,2023-11-22 03:33:20,2023-11-22 05:04:20,0.0,LAX_BOS
UA8161,Southwest,BOS,ATL,2023-07-19 01:06:26,2023-07-19 03:33:26,0 days 02:27:00,Cancelled,836.01,Boeing 737,D1,4,285.0,112.0,Rain,11.0,Flight,UA8161,2023-07-19 01:06:26,2023-07-19 03:33:26,2023-07-19 01:06:26,2023-07-19 03:33:26,0.0,BOS_ATL
AS8328,United,ORD,MIA,2023-05-08 04:15:59,2023-05-08 13:47:59,0 days 09:32:00,On Time,463.48,Airbus A380,C17,3,176.0,55.0,Snow,10.0,Flight,AS8328,2023-05-08 04:15:59,2023-05-08 13:47:59,2023-05-08 04:15:59,2023-05-08 13:47:59,0.0,ORD_MIA
JB3884,Alaska Airlines,LAX,JFK,2023-03-13 06:30:08,2023-03-13 15:28:08,0 days 08:58:00,Cancelled,706.36,Airbus A380,C4,1,309.0,245.0,Snow,7.0,Flight,JB3884,2023-03-13 06:30:08,2023-03-13 15:28:08,2023-03-13 06:30:08,2023-03-13 15:28:08,0.0,LAX_JFK
AA5849,American Airlines,LAX,DEN,2023-11-02 06:24:09,2023-11-02 07:51:09,0 days 01:27:00,Cancelled,844.94,Airbus A320,B1,3,340.0,277.0,Thunderstorm,12.0,Flight,AA5849,2023-11-02 06:24:09,2023-11-02 07:51:09,2023-11-02 06:24:09,2023-11-02 07:51:09,0.0,LAX_DEN
AS8179,Delta,DEN,JFK,2023-10-08 17:53:13,2023-10-09 02:35:13,0 days 08:42:00,Delayed,216.04,Airbus A380,D11,4,295.0,192.0,Fog,15.0,Flight,AS8179,2023-10-08 17:53:13,2023-10-09 02:35:13,2023-10-08 17:53:13,2023-10-09 03:05:13,30.0,DEN_JFK
DL5271,Delta,ORD,DEN,2023-04-21 17:44:24,2023-04-21 22:59:24,0 days 05:15:00,Cancelled,1459.32,Embraer 190,B11,1,284.0,197.0,Thunderstorm,13.0,Flight,DL5271,2023-04-21 17:44:24,2023-04-21 22:59:24,2023-04-21 17:44:24,2023-04-21 22:59:24,0.0,ORD_DEN
JB8306,JetBlue,BOS,ORD,2023-11-26 07:02:46,2023-11-26 09:31:46,0 days 02:29:00,Cancelled,720.03,Airbus A320,C6,1,194.0,152.0,Rain,5.0,Flight,JB8306,2023-11-26 07:02:46,2023-11-26 09:31:46,2023-11-26 07:02:46,2023-11-26 09:31:46,0.0,BOS_ORD
AS511,United,DEN,SEA,2023-08-05 02:29:07,2023-08-05 11:58:07,0 days 09:29:00,On Time,978.03,Boeing 737,C7,3,297.0,103.0,Snow,14.0,Flight,AS511,2023-08-05 02:29:07,2023-08-05 11:58:07,2023-08-05 02:29:07,2023-08-05 11:58:07,0.0,DEN_SEA
DL2778,Southwest,DFW,JFK,2023-07-20 01:54:17,2023-07-20 05:22:17,0 days 03:28:00,On Time,1204.75,Airbus A380,B19,4,362.0,362.0,Cloudy,14.0,Flight,DL2778,2023-07-20 01:54:17,2023-07-20 05:22:17,2023-07-20 01:54:17,2023-07-20 05:22:17,0.0,DFW_JFK
AA2534,Alaska Airlines,JFK,ORD,2023-11-20 22:44:51,2023-11-21 02:59:51,0 days 04:15:00,Cancelled,130.08,Boeing 777,C5,3,353.0,177.0,Cloudy,6.0,Flight,AA2534,2023-11-20 22:44:51,2023-11-21 02:59:51,2023-11-20 22:44:51,2023-11-21 02:59:51,0.0,JFK_ORD
UA7389,American Airlines,JFK,SEA,2023-02-12 00:19:53,2023-02-12 07:13:53,0 days 06:54:00,Cancelled,1371.58,Airbus A380,C19,4,183.0,138.0,Thunderstorm,13.0,Flight,UA7389,2023-02-12 00:19:53,2023-02-12 07:13:53,2023-02-12 00:19:53,2023-02-12 07:13:53,0.0,JFK_SEA
AA6429,Delta,DEN,ATL,2023-10-29 21:49:17,2023-10-30 04:15:17,0 days 06:26:00,Cancelled,392.04,Bombardier CRJ900,D1,International,168.0,81.0,Rain,5.0,Flight,AA6429,2023-10-29 21:49:17,2023-10-30 04:15:17,2023-10-29 21:49:17,2023-10-30 04:15:17,0.0,DEN_ATL
AA9756,Alaska Airlines,LAX,ORD,2023-12-18 02:46:29,2023-12-18 06:35:29,0 days 03:49:00,Cancelled,637.66,Boeing 777,A27,International,109.0,65.0,Snow,12.0,Flight,AA9756,2023-12-18 02:46:29,2023-12-18 06:35:29,2023-12-18 02:46:29,2023-12-18 06:35:29,0.0,LAX_ORD
SP6375,United,SFO,SEA,2023-08-18 15:14:42,2023-08-18 21:24:42,0 days 06:10:00,On Time,878.75,Airbus A380,A22,4,242.0,153.0,Fog,12.0,Flight,SP6375,2023-08-18 15:14:42,2023-08-18 21:24:42,2023-08-18 15:14:42,2023-08-18 21:24:42,0.0,SFO_SEA
DL2732,Spirit,LAX,ATL,2023-04-12 08:03:45,2023-04-12 11:59:45,0 days 03:56:00,Delayed,760.85,Boeing 777,D29,2,225.0,187.0,Rain,5.0,Flight,DL2732,2023-04-12 08:03:45,2023-04-12 11:59:45,2023-04-12 08:03:45,2023-04-12 12:29:45,30.0,LAX_ATL
AA478,United,ATL,ORD,2023-10-07 16:33:40,2023-10-07 20:24:40,0 days 03:51:00,Delayed,95.47,Boeing 777,A14,International,161.0,80.0,Cloudy,13.0,Flight,AA478,2023-10-07 16:33:40,2023-10-07 20:24:40,2023-10-07 16:33:40,2023-10-07 20:54:40,30.0,ATL_ORD
DL2665,Southwest,MIA,ATL,2023-12-02 10:28:09,2023-12-02 15:13:09,0 days 04:45:00,On Time,400.49,Airbus A320,D17,4,123.0,88.0,Fog,13.0,Flight,DL2665,2023-12-02 10:28:09,2023-12-02 15:13:09,2023-12-02 10:28:09,2023-12-02 15:13:09,0.0,MIA_ATL
UA7984,JetBlue,SEA,MIA,2023-10-02 18:03:20,2023-10-02 23:36:20,0 days 05:33:00,Cancelled,689.02,Boeing 777,C8,4,334.0,199.0,Fog,10.0,Flight,UA7984,2023-10-02 18:03:20,2023-10-02 23:36:20,2023-10-02 18:03:20,2023-10-02 23:36:20,0.0,SEA_MIA
DL6700,Alaska Airlines,ATL,BOS,2023-02-23 23:58:58,2023-02-24 03:57:58,0 days 03:59:00,Cancelled,1319.99,Airbus A320,A11,3,280.0,157.0,Rain,5.0,Flight,DL6700,2023-02-23 23:58:58,2023-02-24 03:57:58,2023-02-23 23:58:58,2023-02-24 03:57:58,0.0,ATL_BOS
DL8185,United,SFO,ATL,2023-06-20 04:07:58,2023-06-20 04:40:58,0 days 00:33:00,Delayed,427.29,Boeing 737,A10,1,153.0,59.0,Rain,14.0,Flight,DL8185,2023-06-20 04:07:58,2023-06-20 04:40:58,2023-06-20 04:07:58,2023-06-20 05:10:58,30.0,SFO_ATL
SW8214,Alaska Airlines,SEA,SFO,2023-06-04 15:01:01,2023-06-04 18:15:01,0 days 03:14:00,Cancelled,1093.65,Embraer 190,B4,2,135.0,98.0,Snow,11.0,Flight,SW8214,2023-06-04 15:01:01,2023-06-04 18:15:01,2023-06-04 15:01:01,2023-06-04 18:15:01,0.0,SEA_SFO
SW9697,Alaska Airlines,DEN,SEA,2023-10-17 01:04:05,2023-10-17 10:48:05,0 days 09:44:00,On Time,677.66,Bombardier CRJ900,A8,International,155.0,131.0,Thunderstorm,9.0,Flight,SW9697,2023-10-17 01:04:05,2023-10-17 10:48:05,2023-10-17 01:04:05,2023-10-17 10:48:05,0.0,DEN_SEA
AS6159,American Airlines,ATL,DFW,2023-12-11 05:43:09,2023-12-11 10:55:09,0 days 05:12:00,On Time,1127.04,Bombardier CRJ900,D25,3,349.0,200.0,Fog,9.0,Flight,AS6159,2023-12-11 05:43:09,2023-12-11 10:55:09,2023-12-11 05:43:09,2023-12-11 10:55:09,0.0,ATL_DFW
AA1796,JetBlue,ORD,SFO,2023-09-28 09:22:37,2023-09-28 18:29:37,0 days 09:07:00,Cancelled,101.28,Boeing 737,B11,1,394.0,371.0,Rain,14.0,Flight,AA1796,2023-09-28 09:22:37,2023-09-28 18:29:37,2023-09-28 09:22:37,2023-09-28 18:29:37,0.0,ORD_SFO
JB9706,American Airlines,BOS,LAX,2023-06-11 23:48:02,2023-06-12 05:27:02,0 days 05:39:00,Cancelled,1316.72,Boeing 777,C4,4,294.0,200.0,Fog,9.0,Flight,JB9706,2023-06-11 23:48:02,2023-06-12 05:27:02,2023-06-11 23:48:02,2023-06-12 05:27:02,0.0,BOS_LAX
